spine_no,cover_img,title,url,director,country,year
897,https://s3.amazonaws.com/criterion-production/films/01163ccf334f69f25ce81cb465a9c6d2/kEcq9HEnTRAPAenkxdbo5kYyqIsiTT_thumbnail.jpg,Barry Lyndon,https://www.criterion.com/films/29008-barry-lyndon,Stanley Kubrick,United States,1975
249,https://s3.amazonaws.com/criterion-production/films/ab70f67f7b6d8918cf05f235f52eb686/lJ7B3Ujbj96gsjJZLt2HNUNdvWr9Si_thumbnail.jpg,The Battle of Algiers,https://www.criterion.com/films/248-the-battle-of-algiers,Gillo Pontecorvo,Italy,1966
715,https://s3.amazonaws.com/criterion-production/films/64697c8b67fd7758893dd80cb4772beb/ZOFDgtWaJXpnDlBbfUmvJLleu8mrCI_thumbnail.jpg,Bay of Angels,https://www.criterion.com/films/27935-bay-of-angels,Jacques Demy,France,1963
,https://s3.amazonaws.com/criterion-production/films/79fce60ff33a0a5a182a1c03b0fe7346/J7vkEqKtfdDSxMOSVtkbmUI1XW6gK7_thumbnail.jpg,The Beaches of Agnès,https://www.criterion.com/films/30112-the-beaches-of-agn-s,Agnès Varda,France,2008
361,https://s3.amazonaws.com/criterion-production/films/d4d6ecc28c3429912c5bb66352dd7b7b/5KHGm0kRbwVTvp0lNejmjAIWgpVeOG_thumbnail.jpg,The Beales of Grey Gardens,https://www.criterion.com/films/666-the-beales-of-grey-gardens,Albert Maysles…,United States,2006
100,https://s3.amazonaws.com/criterion-production/films/5d4e823b0423c12ee26cc989dfc1b576/hXfCsS5uWKrEmRzTRFosLsvJgxLie4_thumbnail.jpg,Beastie Boys Video Anthology,https://www.criterion.com/films/638-beastie-boys-video-anthology,Various,United States,2000
1091,https://s3.amazonaws.com/criterion-production/films/d625b0e7f179fa73f1d10d4ff66873a6/KwcufB3P2S9l5e6g7eQitniSmR32hr_thumbnail.jpg,Beasts of No Nation,https://www.criterion.com/films/31756-beasts-of-no-nation,Cary Joji Fukunaga,United States,2015
580,https://s3.amazonaws.com/criterion-production/films/e2ec7ab6b825e43071466bfb89fe7fff/wOzbQfzoXkpgxILMzKBKRMOwT7xfb7_thumbnail.jpg,Le beau Serge,https://www.criterion.com/films/27817-le-beau-serge,Claude Chabrol,France,1958
1042,https://s3.amazonaws.com/criterion-production/films/74d3d4f366a0062eeee5f5c24f4b23b5/iVTX3MfdNT6tCBqUjgleTlt072vahB_thumbnail.jpg,Beau travail,https://www.criterion.com/films/29646-beau-travail,Claire Denis,France,1999
6,https://s3.amazonaws.com/criterion-production/films/a2938bd71e5137c9b033805dbc52acda/yOpwpNKPX8pAxfPd7tLOaWMjzjTwFS_thumbnail.jpg,Beauty and the Beast,https://www.criterion.com/films/177-beauty-and-the-beast,Jean Cocteau,France,1946
187,https://s3.amazonaws.com/criterion-production/films/b785bde8dfcb43384958221ab030d673/5Vf6QpLXPViplQVs48iI9vcdMQfGbq_thumbnail.jpg,Bed and Board,https://www.criterion.com/films/733-bed-and-board,François Truffaut,France,1970
859,https://s3.amazonaws.com/criterion-production/films/3cb0f59b735302c3bc6a687eda7626b1/WBLsx2At8T7mb5WUSc92gfJYFsSwHC_thumbnail.jpg,Before Midnight,https://www.criterion.com/films/28828-before-midnight,Richard Linklater,United States,2013
857,https://s3.amazonaws.com/criterion-production/films/0222c09df56224b064124b3d8010b7fa/jPuODGO8YemfcdKeV5VBvFXHFHMYXB_thumbnail.jpg,Before Sunrise,https://www.criterion.com/films/28692-before-sunrise,Richard Linklater,United States,1995
858,https://s3.amazonaws.com/criterion-production/films/ac91be4a2423055192b4ff93cffc9902/KEtWaRo3JdRR7TSZzZBamCStdIDbr0_thumbnail.jpg,Before Sunset,https://www.criterion.com/films/28693-before-sunset,Richard Linklater,United States,2004
436,https://s3.amazonaws.com/criterion-production/films/f50d7a7d8ec2588c4bd6e4db00a8120f/jgAIXDTNR403btDmNLF1s6QJ7VILif_thumbnail.jpg,Before the Rain,https://www.criterion.com/films/858-before-the-rain,Milcho Manchevski,Macedonia,1994
856,https://s3.amazonaws.com/criterion-production/product_images/1771-d7f77a156a0263e965d0f6783ee1e182/f6rUjvmvonLQE9018f0vXA5elbqAoI_small.jpg,The Before Trilogy,https://www.criterion.com/boxsets/1237-the-before-trilogy,,,
611,https://s3.amazonaws.com/criterion-production/films/bd9c06388d59cfc3807d2d978d9b3113/1VhiMSCjj2iWXG4MW3xKDYZqO8sWc7_thumbnail.jpg,Being John Malkovich,https://www.criterion.com/films/28055-being-john-malkovich,Spike Jonze,United States,1999
864,https://s3.amazonaws.com/criterion-production/films/2a5c9ac31b12fc4efa1972c2d8906d4e/uRxZHyQUbdioYV50CFQ0GMbUSe7LIh_thumbnail.jpg,Being There,https://www.criterion.com/films/29009-being-there,Hal Ashby,United States,1979
593,https://s3.amazonaws.com/criterion-production/films/ea08b0b7f8f9cd31e39a14bfa36e95a8/2emaq5HhNTvZEejNqAL74jOsL3W9B2_thumbnail.jpg,Belle de jour,https://www.criterion.com/films/27949-belle-de-jour,Luis Buñuel,France,1967
477,https://s3.amazonaws.com/criterion-production/films/4caa477448c9fe2ee28f80df08f4d89b/NmCRkRglJzsgL3AKwNshj7ENlgQZIN_thumbnail.jpg,Bergman Island,https://www.criterion.com/films/556-bergman-island,Marie Nyreröd,Sweden,2006
411,https://s3.amazonaws.com/criterion-production/films/9d4f9a9e8c6a9a3dbc2962ee1c0fe66b/HkmiAJeukYH7OdffZ53S8gVu9ojPoZ_thumbnail.jpg,Berlin Alexanderplatz,https://www.criterion.com/films/839-berlin-alexanderplatz,Rainer Werner Fassbinder,Germany,1980
324,https://s3.amazonaws.com/criterion-production/films/456aa86ccbb3e2bfd9f72ddcbaeeacec/kSgP1xkaTvYm2ZbzJp7Sv7F2UIEpCZ_thumbnail.jpg,La bête humaine,https://www.criterion.com/films/773-la-b-te-humaine,Jean Renoir,France,1938
1002,https://s3.amazonaws.com/criterion-production/films/374aba96c6d088f549db6bfdfcfdc952/NXvOjh0NFLCxBARIs0E88NEgGKbUg0_thumbnail.jpg,Betty Blue,https://www.criterion.com/films/29079-betty-blue,Jean-Jacques Beineix,France,1986
,https://s3.amazonaws.com/criterion-production/films/16c6f613b1846df633cb7c46d2863e2e/5Ynu5q1SbC87sYRlXAwnxXnIQsXpzN_thumbnail.jpg,Beware of a Holy Whore,https://www.criterion.com/films/27952-beware-of-a-holy-whore,Rainer Werner Fassbinder,Germany,1970
923,https://s3.amazonaws.com/criterion-production/films/7e53562a1bc3ae00237eef595c1403a8/wIChDWmCVilmqMKIwe5NNXjw3cVGSA_thumbnail.jpg,Beyond the Hills,https://www.criterion.com/films/28618-beyond-the-hills,Cristian Mungiu,Romania,2012
,https://s3.amazonaws.com/criterion-production/films/b069abe928385f97336491824e25923b/MjNYU96ZyBqDUuGvnpoqXLFz6MVKPS_thumbnail.jpg,Beyond the Law,https://www.criterion.com/films/28321-beyond-the-law,Norman Mailer,United States,1968
836,https://s3.amazonaws.com/criterion-production/films/2167cc9cbbff1fb5f6d9da77048b9d62/XwfKpPZ10ASQ47REenWvU0tXFFUwKN_thumbnail.jpg,Beyond the Valley of the Dolls,https://www.criterion.com/films/28120-beyond-the-valley-of-the-dolls,Russ Meyer,United States,1970
374,https://s3.amazonaws.com/criterion-production/films/a020c4272223b01fa84782ca7f80ef3b/EtDUUmNY6vAX9TcTq0uRKG4BVqToH3_thumbnail.jpg,Bicycle Thieves,https://www.criterion.com/films/210-bicycle-thieves,Vittorio De Sica,Italy,1948
,https://s3.amazonaws.com/criterion-production/films/233f89727d0df800bd6b77da4e41ebdf/gX4mzfcC1AKD6KRpdj2SxE1WMtbCCl_thumbnail.jpg,Il bidone,https://www.criterion.com/films/28631-il-bidone,Federico Fellini,Italy,1955
,https://s3.amazonaws.com/criterion-production/films/028d5306fb6147b73970b738eb19a93a/HQcvC6MhrRZyx3VN4DHa77hZjWiOjk_thumbnail.jpg,The Big Boss,https://www.criterion.com/films/29553-the-big-boss,Lo Wei,Hong Kong,1971
720,https://s3.amazonaws.com/criterion-production/films/ace687c73ff2a89b78e73f7ed313e796/2H53DXvnDSCbuN3PlD0MhvPBtWLagJ_thumbnail.jpg,The Big Chill,https://www.criterion.com/films/28610-the-big-chill,Lawrence Kasdan,United States,1983
668,https://s3.amazonaws.com/criterion-production/films/ebb3e6ce6778a7c588010b39cba076a8/GQbiSaCYwPh6PwpaBE6DWBLzID0Aqc_thumbnail.jpg,The Big City,https://www.criterion.com/films/28448-the-big-city,Satyajit Ray,India,1963
113,https://s3.amazonaws.com/criterion-production/films/3ea30a24e22aa24b78417d7c2e5a9c82/TiFmiKcnV2SowrX7dD8EgDucoPy0jI_thumbnail.jpg,Big Deal on Madonna Street,https://www.criterion.com/films/652-big-deal-on-madonna-street,Mario Monicelli,Italy,1958
507,https://s3.amazonaws.com/criterion-production/films/d4d406ae48cd0fbfc78216e2efb5bf43/NEeX7phTkN3xjrd1deXb0RmokIXDG3_thumbnail.jpg,Bigger Than Life,https://www.criterion.com/films/1929-bigger-than-life,Nicholas Ray,United States,1956
121,https://s3.amazonaws.com/criterion-production/films/c81a1b649bd2025252c0d110b7ee9452/klKcHBRdhOpxleS4lzt62XrG5f4CPY_thumbnail.jpg,Billy Liar,https://www.criterion.com/films/662-billy-liar,John Schlesinger,United Kingdom,1963
792,https://s3.amazonaws.com/criterion-production/films/44724b2a46d8cbc9f6b98b1ac74c8850/F1uKG1iHKWWhULZJUiVUZ1iuE0kjHv_thumbnail.jpg,Bitter Rice,https://www.criterion.com/films/27805-bitter-rice,Giuseppe De Santis,Italy,1949
740,https://s3.amazonaws.com/criterion-production/films/4e79a1eff1b5b8650d9aa0a87f12b219/LAa9Dc6FFaSoBp08XqpUl1VNMbGHJy_thumbnail.jpg,The Bitter Tears of Petra von Kant,https://www.criterion.com/films/27953-the-bitter-tears-of-petra-von-kant,Rainer Werner Fassbinder,West Germany,1972
852,https://s3.amazonaws.com/criterion-production/films/f80481e779fb4ee322ea076493f77809/aL8C9iixqiOxtqyTVPNMPTPQwrBtKl_thumbnail.jpg,Black Girl,https://www.criterion.com/films/28849-black-girl,Ousmane Sembène,Senegal,1966
,https://s3.amazonaws.com/criterion-production/films/3a32e844e30fb2a8406facf6ac7860f7/Z8cCwOn8Qvo5ffKBNU8tQsS4OaEn9X_thumbnail.jpg,Black Is . . . Black Ain’t,https://www.criterion.com/films/31178-black-is-black-ain-t,Marlon Riggs,United States,1995
571,https://s3.amazonaws.com/criterion-production/films/50696e5fa4977c31d4578e1e2e200549/GlVdQdtGEkrzBJDEA0v2RgjogxHCRp_thumbnail.jpg,Black Moon,https://www.criterion.com/films/27627-black-moon,Louis Malle,France,1975
93,https://s3.amazonaws.com/criterion-production/films/c2a614703cc6b07a7b3446e218bf4f06/1GGBmkMqFTNQpPngTALkhW66O6cKMi_thumbnail.jpg,Black Narcissus,https://www.criterion.com/films/632-black-narcissus,Michael Powell and Emeric Pressburger,United Kingdom,1947
48,https://s3.amazonaws.com/criterion-production/films/b99b48f71d6d9b495aa0d91363990d9c/pWLh4Xp87YCB9HRDdh7BrZDhZtyrWC_thumbnail.jpg,Black Orpheus,https://www.criterion.com/films/344-black-orpheus,Marcel Camus,France,1959
,https://s3.amazonaws.com/criterion-production/films/3323f6c3d3462d069b5bef7a3a7402e1/u4zP2ZfSeSE6ys3t2MZTPXndLYLcFx_thumbnail.jpg,Black Panthers,https://www.criterion.com/films/28627-black-panthers,Agnès Varda,France,1970
,https://s3.amazonaws.com/criterion-production/films/a6a9ebde35f70dcdfb7e72844c195928/Bj1vH1726u4h2j5G98kv12BOqSbbiL_thumbnail.jpg,Black River,https://www.criterion.com/films/28235-black-river,Masaki Kobayashi,Japan,1956
765,https://s3.amazonaws.com/criterion-production/films/f7bec3e6786018d661936d975b64e1b1/H74UdarqxqNyFJZFdDG3KOTE05Vcve_thumbnail.jpg,The Black Stallion,https://www.criterion.com/films/28685-the-black-stallion,Carroll Ballard,United States,1979
,https://s3.amazonaws.com/criterion-production/films/4a0d80b585f6d35a39496bc243006066/R7808cihlHl9JglOYy3I5fdRQwuYgK_thumbnail.jpg,Black Sun,https://www.criterion.com/films/27761-black-sun,Koreyoshi Kurahara,Japan,1964
,https://s3.amazonaws.com/criterion-production/films/c641b063a5783135068ff3c041b8a727/vcBvigZaX3QIxmpZgfvPh3L3PqqOP7_thumbnail.jpg,Blaise Pascal,https://www.criterion.com/films/1027-blaise-pascal,Roberto Rossellini,Italy,1972
737,https://s3.amazonaws.com/criterion-production/films/2f688652803c16264043f90f17e765ca/PheFiY9qVZJASFnN5IAxieKfzbo300_thumbnail.jpg,Les Blank: Always for Pleasure,https://www.criterion.com/films/28658-les-blank-always-for-pleasure,Les Blank,United States,1968
428,https://s3.amazonaws.com/criterion-production/films/2817715fcf9440573782a4174f23ab80/bKDtbQOKDfNuRMNeMHo5iM9rOKZXZ1_thumbnail.jpg,Blast of Silence,https://www.criterion.com/films/538-blast-of-silence,Allen Baron,United States,1961
772,https://s3.amazonaws.com/criterion-production/films/5e6aa9641e638740a44bb264f1355f96/1oPdGoEjOgaCuzl3tIggXjMtiezIY8_thumbnail.jpg,Blind Chance,https://www.criterion.com/films/28555-blind-chance,Krzysztof Kieślowski,Poland,1981
606,https://s3.amazonaws.com/criterion-production/films/700cdf843d9e0b61059e89897e49f240/n5pDONxrIiOlyCJR7T6elIdkBhiMHv_thumbnail.jpg,Blithe Spirit,https://www.criterion.com/films/28156-blithe-spirit,David Lean,United Kingdom,1945
91,https://s3.amazonaws.com/criterion-production/films/6790c92a200a349fa2918b59929a5b7c/SxJFUmRYI29BBqY4Im7uNTWIYo2pJi_thumbnail.jpg,The Blob,https://www.criterion.com/films/630-the-blob,Irvin S. Yeaworth Jr.,United States,1958
934,https://s3.amazonaws.com/criterion-production/films/e72edae1881cd021ea9c3579f0bb9d7c/ohVjTK8VVEV4l9dlUcK4rWzNBl6MHM_thumbnail.jpg,Blonde Venus,https://www.criterion.com/films/28981-blonde-venus,Josef von Sternberg,United States,1932
28,https://s3.amazonaws.com/criterion-production/films/114637a5e458396f39cd567dd80ac698/XqIEaYAyBcgMdJzaqGaWQsnuVZR9Ot_thumbnail.jpg,Blood for Dracula,https://www.criterion.com/films/564-blood-for-dracula,Paul Morrissey,United States,1974
67,https://s3.amazonaws.com/criterion-production/films/78dbc13dacd60844f2dac8f0be2121e0/NT6vslkDSjARnQQ4SA05eTZVGuDCoR_thumbnail.jpg,The Blood of a Poet,https://www.criterion.com/films/609-the-blood-of-a-poet,Jean Cocteau,France,1930
834,https://s3.amazonaws.com/criterion-production/films/587c8a3258addd59d3aa60ab4ab9e56b/zsEuDiXVAiOpAnXK08QtV7PfqZGbfX_thumbnail.jpg,Blood Simple,https://www.criterion.com/films/28852-blood-simple,Joel Coen,United States,1984
,https://s3.amazonaws.com/criterion-production/films/38c9c9a7eb37bca73138c1b6b16440ac/mWqud275ypKf1ZYGAf4Y902PXK5jVF_thumbnail.jpg,Blood Wedding,https://www.criterion.com/films/883-blood-wedding,Carlos Saura,Spain,1981
562,https://s3.amazonaws.com/criterion-production/films/b2bb5976af7cadce150efc34535ee8eb/rWqt8eIuJvh8LS4tAQYKV6gOl4bnHs_thumbnail.jpg,Blow Out,https://www.criterion.com/films/27561-blow-out,Brian De Palma,United States,1981
865,https://s3.amazonaws.com/criterion-production/films/83e5df1cf7966e4e5392de109198023c/vmS4CDfnJ0R6Qu3O4P0ud3FMrjlc29_thumbnail.jpg,Blow-Up,https://www.criterion.com/films/28694-blow-up,Michelangelo Antonioni,United Kingdom,1966
695,https://s3.amazonaws.com/criterion-production/films/cf7a0bd6154a08f0fc96f39614f26a1d/5CpWQem6whxET2wUElTZut0gXQ1PQo_thumbnail.jpg,Blue Is the Warmest Color,https://www.criterion.com/films/28603-blue-is-the-warmest-color,Abdellatif Kechiche,France,2013
977,https://s3.amazonaws.com/criterion-production/films/3467090198c948e9fe375d217ce8a10f/nsKgsPFKsXYHSq1dakh5q0P2MUwFel_thumbnail.jpg,Blue Velvet,https://www.criterion.com/films/29144-blue-velvet,David Lynch,United States,1986
1113,https://s3.amazonaws.com/criterion-production/films/e71840d73f9fb96a658df86b0a8bead6/ZgGiOOksWOICnlrW6vvvKGbjfOLnul_thumbnail.jpg,Boat People,https://www.criterion.com/films/30455-boat-people,Ann Hui,Hong Kong,1982
150,https://s3.amazonaws.com/criterion-production/films/2531310c0df8d296ad19d373c750edcd/81GjqpAeXsfQORks7Vpmpgjmnwub6u_thumbnail.jpg,Bob le flambeur,https://www.criterion.com/films/690-bob-le-flambeur,Jean-Pierre Melville,France,1956
371,https://s3.amazonaws.com/criterion-production/films/e8c19690806d171f7e3ef5c667737ca9/v6zAyHvnNeorIDi62bcCZ2NTMmOwHJ_thumbnail.jpg,Body and Soul,https://www.criterion.com/films/809-body-and-soul,Oscar Micheaux,United States,1925
420,https://s3.amazonaws.com/criterion-production/films/bfc8b1f1add9c0479f15115114ca1bca/mPun3IS9hLJyKvz5XEMII63cGgWfUo_thumbnail.jpg,Le bonheur,https://www.criterion.com/films/525-le-bonheur,Agnès Varda,France,1965
,https://s3.amazonaws.com/criterion-production/films/64a7765172f162a06129a504d81dcc64/RKbm2Glxv6ZMeQjvZyFuk4mZkZanvo_thumbnail.jpg,Borderline,https://www.criterion.com/films/810-borderline,Kenneth Macpherson,United States,1930
362,https://s3.amazonaws.com/criterion-production/films/2131124bf11dd19cde56a791c8fc54f9/o5Y9AGkM9iZWMr9AQm46QYzEAvubcV_thumbnail.jpg,Border Radio,https://www.criterion.com/films/802-border-radio,"Allison Anders, Dean Lent, and Kurt Voss",United States,1987
450,https://s3.amazonaws.com/criterion-production/films/35f9d445a3a2f956d2b62743d96b70a8/aCk80wNJpXkp5LtyMGF6tRFGmw12nI_thumbnail.jpg,Bottle Rocket,https://www.criterion.com/films/594-bottle-rocket,Wes Anderson,United States,1996
305,https://s3.amazonaws.com/criterion-production/films/41bab7d800fa8e2acb4c1225cc874538/6GhFqGUGRTHmv39pKLAOsW4tpxf0Ys_thumbnail.jpg,Boudu Saved from Drowning,https://www.criterion.com/films/756-boudu-saved-from-drowning,Jean Renoir,France,1932
928,https://s3.amazonaws.com/criterion-production/films/78a86bc12fbed832f0b341609a22fa52/lun1ptGstEhxOhmc24pORDXEVkN2Ve_thumbnail.jpg,Bowling for Columbine,https://www.criterion.com/films/28785-bowling-for-columbine,Michael Moore,United States,2002
839,https://s3.amazonaws.com/criterion-production/films/982571dae8ebca5af9f1a1d2757b90fa/uOXeswAxDn2Ua5It0skccwApkGd9B6_thumbnail.jpg,Boyhood,https://www.criterion.com/films/28820-boyhood,Richard Linklater,United States,2014
38,https://s3.amazonaws.com/criterion-production/films/22b35a0d1fcab6baca24021497584013/s16tghHWkiTdbFby0iCtSPyQh0OgRk_thumbnail.jpg,Branded to Kill,https://www.criterion.com/films/576-branded-to-kill,Seijun Suzuki,Japan,1967
440,https://s3.amazonaws.com/criterion-production/films/dd948ea1505c8c0c9d4cc14ce7ae6da0/4bHdVOYHaFfEvZyoh1P26mRc90hwHF_thumbnail.jpg,Brand upon the Brain!,https://www.criterion.com/films/746-brand-upon-the-brain,Guy Maddin,Canada,2006
51,https://s3.amazonaws.com/criterion-production/films/4465e85d9b83346a84976bdae16c2cb9/kncSHt6Pxm1wjWODxnozz5Nj8BbDqi_thumbnail.jpg,Brazil,https://www.criterion.com/films/211-brazil,Terry Gilliam,United Kingdom,1985
203,https://s3.amazonaws.com/criterion-production/product_images/1945-23da7bdafe273dbec66ce60e6dd58658/V5oY4ZalkXBF5sf9sEHmGPVjlZjmps_small.jpg,The BRD Trilogy,https://www.criterion.com/boxsets/138-the-brd-trilogy,,,
773,https://s3.amazonaws.com/criterion-production/films/599c1d93d69bc16cf64bea4e5744ea53/aB9rUALrsOa4RdkVSqaV2SNoIC3Oej_thumbnail.jpg,Breaker Morant,https://www.criterion.com/films/27766-breaker-morant,Bruce Beresford,Australia,1980
905,https://s3.amazonaws.com/criterion-production/films/e93448216c7da67e0fcb6d042fc8c3d0/Rf6PkW1DkiLfnfvlOdxlzKM4oSV4RF_thumbnail.jpg,The Breakfast Club,https://www.criterion.com/films/29272-the-breakfast-club,John Hughes,United States,1985
889,https://s3.amazonaws.com/criterion-production/films/f70b3e2c5a4f2213b6a77b4f08061da8/mTFKIIcPJ215wVoQPbu2qX5nfcOE4r_thumbnail.jpg,The Breaking Point,https://www.criterion.com/films/28695-the-breaking-point,Michael Curtiz,United States,1950
705,https://s3.amazonaws.com/criterion-production/films/3617f85843446f8f78cc7ef44941a4c6/85USK613thTL36zAFZ4x1HtUfOG9NB_thumbnail.jpg,Breaking the Waves,https://www.criterion.com/films/28350-breaking-the-waves,Lars von Trier,Denmark,1996
408,https://s3.amazonaws.com/criterion-production/films/3cef6f35153633b115fa86b7b7859b48/KLThdkATmWy4MXuzvzroYoVykInbAI_thumbnail.jpg,Breathless,https://www.criterion.com/films/268-breathless,Jean-Luc Godard,France,1960
763,https://s3.amazonaws.com/criterion-production/films/dc0c6d72367b18727c846047f2b39cb6/JOpfLu2e0pJYqYoJ67UvpPXUgKcIP1_thumbnail.jpg,The Bridge,https://www.criterion.com/films/27972-the-bridge,Bernhard Wicki,Germany,1959
76,https://s3.amazonaws.com/criterion-production/films/b1934b4748475590262b938b9cfc3c4a/w7dChuHNMJFqP6lR0le67x1rix4DQu_thumbnail.jpg,Brief Encounter,https://www.criterion.com/films/345-brief-encounter,David Lean,United Kingdom,1945
699,https://s3.amazonaws.com/criterion-production/films/5199593d0fcdff78d678ad5ac1745fa9/vZ1yJIDRTUcAEmQs90SEEQ7tQvHCqu_thumbnail.jpg,A Brief History of Time,https://www.criterion.com/films/28559-a-brief-history-of-time,Errol Morris,United States,1991
804,https://s3.amazonaws.com/criterion-production/films/b687152dacf0e24ed0cca73e411572c7/xRGfRb80dpUeQ6IJGG8hjNwXpppDHF_thumbnail.jpg,A Brighter Summer Day,https://www.criterion.com/films/28596-a-brighter-summer-day,Edward Yang,Taiwan,1991
1085,https://s3.amazonaws.com/criterion-production/films/1642a39c7a983a2fddc992d23fa891d2/ggrZXM2sodjtW7SorrnSy7J6gZ6rrC_thumbnail.jpg,Bringing Up Baby,https://www.criterion.com/films/29010-bringing-up-baby,Howard Hawks,United States,1938
,https://s3.amazonaws.com/criterion-production/films/fca11f8b71b6184805ae6df1cd71a712/NvN1w2mmTq5QprkcdMFL2uaIjdefIv_thumbnail.jpg,Brink of Life,https://www.criterion.com/films/29442-brink-of-life,Ingmar Bergman,Sweden,1958
552,https://s3.amazonaws.com/criterion-production/films/70abd73c5c7496402d00b30e2c291867/Cr4cyMbzG9CKkKh01X18PcKE2z4iuw_thumbnail.jpg,Broadcast News,https://www.criterion.com/films/27535-broadcast-news,James L. Brooks,United States,1987
